"";"Rubrica";"Data";"Valor"
"826";"V. FUNDO SOBERANO DO BRASIL";2000-04-01;0
"827";"V. FUNDO SOBERANO DO BRASIL";2000-05-01;0
"828";"V. FUNDO SOBERANO DO BRASIL";2000-06-01;0
"829";"V. FUNDO SOBERANO DO BRASIL";2000-07-01;0
"830";"V. FUNDO SOBERANO DO BRASIL";2000-08-01;0
"831";"V. FUNDO SOBERANO DO BRASIL";2000-09-01;0
"832";"V. FUNDO SOBERANO DO BRASIL";2000-10-01;0
"833";"V. FUNDO SOBERANO DO BRASIL";2000-11-01;0
"834";"V. FUNDO SOBERANO DO BRASIL";2000-12-01;0
"835";"V. FUNDO SOBERANO DO BRASIL";2001-01-01;0
"836";"V. FUNDO SOBERANO DO BRASIL";2001-02-01;0
"837";"V. FUNDO SOBERANO DO BRASIL";2001-03-01;0
"838";"V. FUNDO SOBERANO DO BRASIL";2001-04-01;0
"839";"V. FUNDO SOBERANO DO BRASIL";2001-05-01;0
"840";"V. FUNDO SOBERANO DO BRASIL";2001-06-01;0
"841";"V. FUNDO SOBERANO DO BRASIL";2001-07-01;0
"842";"V. FUNDO SOBERANO DO BRASIL";2001-08-01;0
"843";"V. FUNDO SOBERANO DO BRASIL";2001-09-01;0
"844";"V. FUNDO SOBERANO DO BRASIL";2001-10-01;0
"845";"V. FUNDO SOBERANO DO BRASIL";2001-11-01;0
"846";"V. FUNDO SOBERANO DO BRASIL";2001-12-01;0
"847";"V. FUNDO SOBERANO DO BRASIL";2002-01-01;0
"848";"V. FUNDO SOBERANO DO BRASIL";2002-02-01;0
"849";"V. FUNDO SOBERANO DO BRASIL";2002-03-01;0
"850";"V. FUNDO SOBERANO DO BRASIL";2002-04-01;0
"851";"V. FUNDO SOBERANO DO BRASIL";2002-05-01;0
"852";"V. FUNDO SOBERANO DO BRASIL";2002-06-01;0
"853";"V. FUNDO SOBERANO DO BRASIL";2002-07-01;0
"854";"V. FUNDO SOBERANO DO BRASIL";2002-08-01;0
"855";"V. FUNDO SOBERANO DO BRASIL";2002-09-01;0
"856";"V. FUNDO SOBERANO DO BRASIL";2002-10-01;0
"857";"V. FUNDO SOBERANO DO BRASIL";2002-11-01;0
"858";"V. FUNDO SOBERANO DO BRASIL";2002-12-01;0
"859";"V. FUNDO SOBERANO DO BRASIL";2003-01-01;0
"860";"V. FUNDO SOBERANO DO BRASIL";2003-02-01;0
"861";"V. FUNDO SOBERANO DO BRASIL";2003-03-01;0
"862";"V. FUNDO SOBERANO DO BRASIL";2003-04-01;0
"863";"V. FUNDO SOBERANO DO BRASIL";2003-05-01;0
"864";"V. FUNDO SOBERANO DO BRASIL";2003-06-01;0
"865";"V. FUNDO SOBERANO DO BRASIL";2003-07-01;0
"866";"V. FUNDO SOBERANO DO BRASIL";2003-08-01;0
"867";"V. FUNDO SOBERANO DO BRASIL";2003-09-01;0
"868";"V. FUNDO SOBERANO DO BRASIL";2003-10-01;0
"869";"V. FUNDO SOBERANO DO BRASIL";2003-11-01;0
"870";"V. FUNDO SOBERANO DO BRASIL";2003-12-01;0
"871";"V. FUNDO SOBERANO DO BRASIL";2004-01-01;0
"872";"V. FUNDO SOBERANO DO BRASIL";2004-02-01;0
"873";"V. FUNDO SOBERANO DO BRASIL";2004-03-01;0
"874";"V. FUNDO SOBERANO DO BRASIL";2004-04-01;0
"875";"V. FUNDO SOBERANO DO BRASIL";2004-05-01;0
"876";"V. FUNDO SOBERANO DO BRASIL";2004-06-01;0
"877";"V. FUNDO SOBERANO DO BRASIL";2004-07-01;0
"878";"V. FUNDO SOBERANO DO BRASIL";2004-08-01;0
"879";"V. FUNDO SOBERANO DO BRASIL";2004-09-01;0
"880";"V. FUNDO SOBERANO DO BRASIL";2004-10-01;0
"881";"V. FUNDO SOBERANO DO BRASIL";2004-11-01;0
"882";"V. FUNDO SOBERANO DO BRASIL";2004-12-01;0
"883";"V. FUNDO SOBERANO DO BRASIL";2005-01-01;0
"884";"V. FUNDO SOBERANO DO BRASIL";2005-02-01;0
"885";"V. FUNDO SOBERANO DO BRASIL";2005-03-01;0
"886";"V. FUNDO SOBERANO DO BRASIL";2005-04-01;0
"887";"V. FUNDO SOBERANO DO BRASIL";2005-05-01;0
"888";"V. FUNDO SOBERANO DO BRASIL";2005-06-01;0
"889";"V. FUNDO SOBERANO DO BRASIL";2005-07-01;0
"890";"V. FUNDO SOBERANO DO BRASIL";2005-08-01;0
"891";"V. FUNDO SOBERANO DO BRASIL";2005-09-01;0
"892";"V. FUNDO SOBERANO DO BRASIL";2005-10-01;0
"893";"V. FUNDO SOBERANO DO BRASIL";2005-11-01;0
"894";"V. FUNDO SOBERANO DO BRASIL";2005-12-01;0
"895";"V. FUNDO SOBERANO DO BRASIL";2006-01-01;0
"896";"V. FUNDO SOBERANO DO BRASIL";2006-02-01;0
"897";"V. FUNDO SOBERANO DO BRASIL";2006-03-01;0
"898";"V. FUNDO SOBERANO DO BRASIL";2006-04-01;0
"899";"V. FUNDO SOBERANO DO BRASIL";2006-05-01;0
"900";"V. FUNDO SOBERANO DO BRASIL";2006-06-01;0
"901";"V. FUNDO SOBERANO DO BRASIL";2006-07-01;0
"902";"V. FUNDO SOBERANO DO BRASIL";2006-08-01;0
"903";"V. FUNDO SOBERANO DO BRASIL";2006-09-01;0
"904";"V. FUNDO SOBERANO DO BRASIL";2006-10-01;0
"905";"V. FUNDO SOBERANO DO BRASIL";2006-11-01;0
"906";"V. FUNDO SOBERANO DO BRASIL";2006-12-01;0
"907";"V. FUNDO SOBERANO DO BRASIL";2007-01-01;0
"908";"V. FUNDO SOBERANO DO BRASIL";2007-02-01;0
"909";"V. FUNDO SOBERANO DO BRASIL";2007-03-01;0
"910";"V. FUNDO SOBERANO DO BRASIL";2007-04-01;0
"911";"V. FUNDO SOBERANO DO BRASIL";2007-05-01;0
"912";"V. FUNDO SOBERANO DO BRASIL";2007-06-01;0
"913";"V. FUNDO SOBERANO DO BRASIL";2007-07-01;0
"914";"V. FUNDO SOBERANO DO BRASIL";2007-08-01;0
"915";"V. FUNDO SOBERANO DO BRASIL";2007-09-01;0
"916";"V. FUNDO SOBERANO DO BRASIL";2007-10-01;0
"917";"V. FUNDO SOBERANO DO BRASIL";2007-11-01;0
"918";"V. FUNDO SOBERANO DO BRASIL";2007-12-01;0
"919";"V. FUNDO SOBERANO DO BRASIL";2008-01-01;0
"920";"V. FUNDO SOBERANO DO BRASIL";2008-02-01;0
"921";"V. FUNDO SOBERANO DO BRASIL";2008-03-01;0
"922";"V. FUNDO SOBERANO DO BRASIL";2008-04-01;0
"923";"V. FUNDO SOBERANO DO BRASIL";2008-05-01;0
"924";"V. FUNDO SOBERANO DO BRASIL";2008-06-01;0
"925";"V. FUNDO SOBERANO DO BRASIL";2008-07-01;0
"926";"V. FUNDO SOBERANO DO BRASIL";2008-08-01;0
"927";"V. FUNDO SOBERANO DO BRASIL";2008-09-01;0
"928";"V. FUNDO SOBERANO DO BRASIL";2008-10-01;0
"929";"V. FUNDO SOBERANO DO BRASIL";2008-11-01;0
"930";"V. FUNDO SOBERANO DO BRASIL";2008-12-01;-14244
"931";"V. FUNDO SOBERANO DO BRASIL";2009-01-01;0
"932";"V. FUNDO SOBERANO DO BRASIL";2009-02-01;0
"933";"V. FUNDO SOBERANO DO BRASIL";2009-03-01;0
"934";"V. FUNDO SOBERANO DO BRASIL";2009-04-01;0
"935";"V. FUNDO SOBERANO DO BRASIL";2009-05-01;0
"936";"V. FUNDO SOBERANO DO BRASIL";2009-06-01;0
"937";"V. FUNDO SOBERANO DO BRASIL";2009-07-01;0
"938";"V. FUNDO SOBERANO DO BRASIL";2009-08-01;0
"939";"V. FUNDO SOBERANO DO BRASIL";2009-09-01;0
"940";"V. FUNDO SOBERANO DO BRASIL";2009-10-01;0
"941";"V. FUNDO SOBERANO DO BRASIL";2009-11-01;0
"942";"V. FUNDO SOBERANO DO BRASIL";2009-12-01;0
"943";"V. FUNDO SOBERANO DO BRASIL";2010-01-01;0
"944";"V. FUNDO SOBERANO DO BRASIL";2010-02-01;0
"945";"V. FUNDO SOBERANO DO BRASIL";2010-03-01;0
"946";"V. FUNDO SOBERANO DO BRASIL";2010-04-01;0
"947";"V. FUNDO SOBERANO DO BRASIL";2010-05-01;0
"948";"V. FUNDO SOBERANO DO BRASIL";2010-06-01;0
"949";"V. FUNDO SOBERANO DO BRASIL";2010-07-01;0
"950";"V. FUNDO SOBERANO DO BRASIL";2010-08-01;0
"951";"V. FUNDO SOBERANO DO BRASIL";2010-09-01;0
"952";"V. FUNDO SOBERANO DO BRASIL";2010-10-01;0
"953";"V. FUNDO SOBERANO DO BRASIL";2010-11-01;0
"954";"V. FUNDO SOBERANO DO BRASIL";2010-12-01;0
"955";"V. FUNDO SOBERANO DO BRASIL";2011-01-01;0
"956";"V. FUNDO SOBERANO DO BRASIL";2011-02-01;0
"957";"V. FUNDO SOBERANO DO BRASIL";2011-03-01;0
"958";"V. FUNDO SOBERANO DO BRASIL";2011-04-01;0
"959";"V. FUNDO SOBERANO DO BRASIL";2011-05-01;0
"960";"V. FUNDO SOBERANO DO BRASIL";2011-06-01;0
"961";"V. FUNDO SOBERANO DO BRASIL";2011-07-01;0
"962";"V. FUNDO SOBERANO DO BRASIL";2011-08-01;0
"963";"V. FUNDO SOBERANO DO BRASIL";2011-09-01;0
"964";"V. FUNDO SOBERANO DO BRASIL";2011-10-01;0
"965";"V. FUNDO SOBERANO DO BRASIL";2011-11-01;0
"966";"V. FUNDO SOBERANO DO BRASIL";2011-12-01;0
"967";"V. FUNDO SOBERANO DO BRASIL";2012-01-01;0
"968";"V. FUNDO SOBERANO DO BRASIL";2012-02-01;0
"969";"V. FUNDO SOBERANO DO BRASIL";2012-03-01;0
"970";"V. FUNDO SOBERANO DO BRASIL";2012-04-01;0
"971";"V. FUNDO SOBERANO DO BRASIL";2012-05-01;0
"972";"V. FUNDO SOBERANO DO BRASIL";2012-06-01;0
"973";"V. FUNDO SOBERANO DO BRASIL";2012-07-01;0
"974";"V. FUNDO SOBERANO DO BRASIL";2012-08-01;0
"975";"V. FUNDO SOBERANO DO BRASIL";2012-09-01;0
"976";"V. FUNDO SOBERANO DO BRASIL";2012-10-01;0
"977";"V. FUNDO SOBERANO DO BRASIL";2012-11-01;0
"978";"V. FUNDO SOBERANO DO BRASIL";2012-12-01;12400
"979";"V. FUNDO SOBERANO DO BRASIL";2013-01-01;0
"980";"V. FUNDO SOBERANO DO BRASIL";2013-02-01;0
"981";"V. FUNDO SOBERANO DO BRASIL";2013-03-01;0
"982";"V. FUNDO SOBERANO DO BRASIL";2013-04-01;0
"983";"V. FUNDO SOBERANO DO BRASIL";2013-05-01;0
"984";"V. FUNDO SOBERANO DO BRASIL";2013-06-01;0
"985";"V. FUNDO SOBERANO DO BRASIL";2013-07-01;0
"986";"V. FUNDO SOBERANO DO BRASIL";2013-08-01;0
"987";"V. FUNDO SOBERANO DO BRASIL";2013-09-01;0
"988";"V. FUNDO SOBERANO DO BRASIL";2013-10-01;0
"989";"V. FUNDO SOBERANO DO BRASIL";2013-11-01;0
"990";"V. FUNDO SOBERANO DO BRASIL";2013-12-01;0
"991";"V. FUNDO SOBERANO DO BRASIL";2014-01-01;0
"992";"V. FUNDO SOBERANO DO BRASIL";2014-02-01;0
"993";"V. FUNDO SOBERANO DO BRASIL";2014-03-01;0
"994";"V. FUNDO SOBERANO DO BRASIL";2014-04-01;0
"995";"V. FUNDO SOBERANO DO BRASIL";2014-05-01;0
"996";"V. FUNDO SOBERANO DO BRASIL";2014-06-01;0
"997";"V. FUNDO SOBERANO DO BRASIL";2014-07-01;0
"998";"V. FUNDO SOBERANO DO BRASIL";2014-08-01;0
"999";"V. FUNDO SOBERANO DO BRASIL";2014-09-01;0
"1000";"V. FUNDO SOBERANO DO BRASIL";2014-10-01;0
"1001";"V. FUNDO SOBERANO DO BRASIL";2014-11-01;0
"1002";"V. FUNDO SOBERANO DO BRASIL";2014-12-01;0
"1003";"V. FUNDO SOBERANO DO BRASIL";2015-01-01;0
"1004";"V. FUNDO SOBERANO DO BRASIL";2015-02-01;0
"1005";"V. FUNDO SOBERANO DO BRASIL";2015-03-01;0
"1006";"V. FUNDO SOBERANO DO BRASIL";2015-04-01;0
"1007";"V. FUNDO SOBERANO DO BRASIL";2015-05-01;0
"1008";"V. FUNDO SOBERANO DO BRASIL";2015-06-01;0
"1009";"V. FUNDO SOBERANO DO BRASIL";2015-07-01;0
"1010";"V. FUNDO SOBERANO DO BRASIL";2015-08-01;0
"1011";"V. FUNDO SOBERANO DO BRASIL";2015-09-01;0
"1012";"V. FUNDO SOBERANO DO BRASIL";2015-10-01;0
"1013";"V. FUNDO SOBERANO DO BRASIL";2015-11-01;0
"1014";"V. FUNDO SOBERANO DO BRASIL";2015-12-01;855
"1015";"V. FUNDO SOBERANO DO BRASIL";2016-01-01;0
"1016";"V. FUNDO SOBERANO DO BRASIL";2016-02-01;0
"1017";"V. FUNDO SOBERANO DO BRASIL";2016-03-01;0
"1018";"V. FUNDO SOBERANO DO BRASIL";2016-04-01;0
"1019";"V. FUNDO SOBERANO DO BRASIL";2016-05-01;0
"1020";"V. FUNDO SOBERANO DO BRASIL";2016-06-01;0
"1021";"V. FUNDO SOBERANO DO BRASIL";2016-07-01;0
"1022";"V. FUNDO SOBERANO DO BRASIL";2016-08-01;0
"1023";"V. FUNDO SOBERANO DO BRASIL";2016-09-01;0
"1024";"V. FUNDO SOBERANO DO BRASIL";2016-10-01;0
"1025";"V. FUNDO SOBERANO DO BRASIL";2016-11-01;0
"1026";"V. FUNDO SOBERANO DO BRASIL";2016-12-01;0
"1027";"V. FUNDO SOBERANO DO BRASIL";2017-01-01;0
"1028";"V. FUNDO SOBERANO DO BRASIL";2017-02-01;0
"1029";"V. FUNDO SOBERANO DO BRASIL";2017-03-01;0
"1030";"V. FUNDO SOBERANO DO BRASIL";2017-04-01;0
"1031";"V. FUNDO SOBERANO DO BRASIL";2017-05-01;0
"1032";"V. FUNDO SOBERANO DO BRASIL";2017-06-01;0
"1033";"V. FUNDO SOBERANO DO BRASIL";2017-07-01;0
"1034";"V. FUNDO SOBERANO DO BRASIL";2017-08-01;0
"1035";"V. FUNDO SOBERANO DO BRASIL";2017-09-01;0
"1036";"V. FUNDO SOBERANO DO BRASIL";2017-10-01;0
"1037";"V. FUNDO SOBERANO DO BRASIL";2017-11-01;0
"1038";"V. FUNDO SOBERANO DO BRASIL";2017-12-01;0
"1039";"V. FUNDO SOBERANO DO BRASIL";2018-01-01;0
"1040";"V. FUNDO SOBERANO DO BRASIL";2018-02-01;0
"1041";"V. FUNDO SOBERANO DO BRASIL";2018-03-01;0
"1042";"V. FUNDO SOBERANO DO BRASIL";2018-04-01;0
"1043";"V. FUNDO SOBERANO DO BRASIL";2018-05-01;3500
"1044";"V. FUNDO SOBERANO DO BRASIL";2018-06-01;520,97503544
"1045";"V. FUNDO SOBERANO DO BRASIL";2018-07-01;0
"1046";"V. FUNDO SOBERANO DO BRASIL";2018-08-01;0
"1047";"V. FUNDO SOBERANO DO BRASIL";2018-09-01;0
"1048";"V. FUNDO SOBERANO DO BRASIL";2018-10-01;0
